postalcode,street,lat,lng,price,area,volume,floors,year_build,has_garden,type,photos,rooms,distance,formatted,name,housenumber,street.1,postcode,district,suburb,city,state,country
1086 ZJ Amsterdam,IJburglaan 371,52.3628,4.9819,300000,93,292,1,2009,0,appartement,21,3,0.535708752,"IJburglaan 257, 1086 ZJ Amsterdam, Netherlands",,257,IJburglaan,1086ZJ,Oost,Steigereiland-Noord,Amsterdam,North Holland,Netherlands
1017 GN Amsterdam,Kerkstraat 70 F,52.363,4.8924,448000,66,205,1,1987,1,appartement,24,3,0.613385294,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1015 JN Amsterdam,Goudsbloemstraat 205 A,52.3784,4.8836,290000,46,120,1,1905,1,appartement,21,2,11.71573516,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",,105-1,Westerstraat,1015LX,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1019 HD Amsterdam,Veembroederhof 101,52.3733,4.9391,22500,0,0,1,0,0,parkeergelegenheid,1,1,5.763955155,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands
1067 XW Amsterdam,Burgemeester R̦ellstraat 620,52.3786,4.7987,219000,85,221,6,2004,0,appartement,15,3,18.89536903,"Strack̩straat 8, 1067 KR Amsterdam, Netherlands",,8,Strack̩straat,1067KR,Nieuw-West,Geuzenveld,Amsterdam,North Holland,Netherlands
1054 EL Amsterdam,Eerste Helmersstraat 188 I,52.3617,4.8669,395000,68,226,1,1906,0,appartement,19,3,12.08561574,"Brederodestraat 15-2, 1054 MP Amsterdam, Netherlands",,15-2,Brederodestraat,1054MP,West,Helmersbuurt,Amsterdam,North Holland,Netherlands
1069 EK Amsterdam,Dijkgraafplein 19,52.3556,4.7907,175000,100,290,2,1969,0,appartement,18,4,25.49378508,"Langswater 384, 1069 EC Amsterdam, Netherlands",,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands
1087 ME Amsterdam,Maurits Bingerplantsoen 2,52.3539,5.0005,439000,115,438,3,2001,0,woonhuis,38,5,14.54762257,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands
1079 EG Amsterdam,Waalstraat 160 III,52.3423,4.9036,260000,55,138,1,1938,0,appartement,15,3,7.649499795,"Zomerdijkstraat 23-3, 1079 WZ Amsterdam, Netherlands",,23-3,Zomerdijkstraat,1079WZ,Zuid,Rijnbuurt,Amsterdam,North Holland,Netherlands
1081 HD Amsterdam,Cannenburg 92,52.3278,4.862,685000,173,549,3,1964,1,woonhuis,35,5,45.89787691,"Van Der Boechorststraat 40, 1081 BV Amsterdam, Netherlands",,40,Van Der Boechorststraat,1081BV,Zuid,Buitenveldert-West,Amsterdam,North Holland,Netherlands
1032 AJ Amsterdam,Wingerdweg 275,52.3964,4.9126,230000,72,260,2,1926,0,appartement,26,3,13.57212488,"Heggerankweg 89-1, 1032 JC Amsterdam, Netherlands",,89-1,Heggerankweg,1032JC,Noord,Volewijck,Amsterdam,North Holland,Netherlands
1102 VL Amsterdam,Alfred D̦blinstraat 34,52.3166,4.9517,142500,55,175,4,1985,0,appartement,23,2,49.79663638,"Raoul Wallenberghofje 3, 1102 AH Amsterdam, Netherlands",,3,Raoul Wallenberghofje,1102AH,Zuidoost,Bijlmer Centrum,Amsterdam,North Holland,Netherlands
1082 HB Amsterdam,Van Nijenrodeweg 320,52.3311,4.8742,449000,120,380,8,1963,0,appartement,28,5,14.77331069,"Doddendaal 197, 1082 XT Amsterdam, Netherlands",,197,Doddendaal,1082XT,Zuid,Buitenveldert,Amsterdam,North Holland,Netherlands
1054 VX Amsterdam,Wilhelminastraat 85 III,52.3617,4.8669,525000,78,267,2,1903,1,appartement,23,3,12.08561574,"Brederodestraat 15-2, 1054 MP Amsterdam, Netherlands",,15-2,Brederodestraat,1054MP,West,Helmersbuurt,Amsterdam,North Holland,Netherlands
1069 TD Amsterdam,H. Gerhardstraat 130,52.3556,4.7907,219000,59,177,4,2012,0,appartement,16,2,25.49378508,"Langswater 384, 1069 EC Amsterdam, Netherlands",,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands
1062 EG Amsterdam,Loosduinenstraat 20,52.3548,4.8381,365000,94,254,1,2010,0,appartement,24,3,17.33250801,"Koningin Wilhelminaplein 1008, 1062 KS Amsterdam, Netherlands",,1008,Koningin Wilhelminaplein,1062KS,Nieuw-West,Westlandgracht,Amsterdam,North Holland,Netherlands
1068 MS Amsterdam,Professor J.H. Gunningstraat 101,52.3592,4.8052,249000,81,208,1,2007,0,appartement,22,3,1.968066562,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands
1108 EV Amsterdam,Leksmondhof 163,52.3082,4.9807,185000,94,260,9,1977,0,appartement,15,4,60.94847312,"Openbare Daltonschool Nellestein, Leksmondplein 31, 1108 EL Amsterdam, Netherlands",Openbare Daltonschool Nellestein,31,Leksmondplein,1108EL,Zuidoost,Nellestein,Amsterdam,North Holland,Netherlands
1091 CX Amsterdam,Blasiusstraat 110,52.3556,4.9135,299000,0,0,1,0,0,onbekend,1,1,5.562369844,"Derde Oosterparkstraat 11E, 1091 JS Amsterdam, Netherlands",,11E,Derde Oosterparkstraat,1091JS,Oost,Oost,Amsterdam,North Holland,Netherlands
1064 PE Amsterdam,Catharina Boudewijnshof 55,52.3742,4.8218,199000,98,294,2,1990,0,appartement,23,4,6.234539033,"A.J. Krophollerstraat 6, 1064 DB Amsterdam, Netherlands",,6,A.J. Krophollerstraat,1064DB,,Nieuw-West,Amsterdam,North Holland,Netherlands
1055 PS Amsterdam,Haarlemmerweg 651 HS,52.3802,4.8524,299000,64,230,1,1934,1,appartement,16,3,1.768098137,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands
1053 EX Amsterdam,Kinkerstraat 365 1,52.3668,4.8681,219000,40,128,1,1916,0,appartement,22,2,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",De Hallen,20,Hannie Dankbaarpassage,1053RS,,West,Amsterdam,North Holland,Netherlands
1069 EC Amsterdam,Langswater 345,52.3556,4.7907,150000,60,180,13,1965,0,appartement,25,3,25.49378508,"Langswater 384, 1069 EC Amsterdam, Netherlands",,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands
1056 TA Amsterdam,John Franklinstraat 71 III,52.3732,4.856,299000,63,211,2,1932,0,appartement,25,3,25.67499874,"Admiralengracht 228-2, 1056 TK Amsterdam, Netherlands",,228-2,Admiralengracht,1056TK,West,De Krommert,Amsterdam,North Holland,Netherlands
1031 Amsterdam,Spadinalaan,52.3888,4.9062,35000,0,0,1,0,0,parkeergelegenheid,1,1,17.84896931,"Ranonkelkade 24N, 1031 XS Amsterdam, Netherlands",,24N,Ranonkelkade,1031XS,Noord,Buiksloterham,Amsterdam,North Holland,Netherlands
1056 HM Amsterdam,Bestev̢erstraat 8 I,52.3732,4.856,350000,69,221,1,1922,0,appartement,22,4,25.67499874,"Admiralengracht 228-2, 1056 TK Amsterdam, Netherlands",,228-2,Admiralengracht,1056TK,West,De Krommert,Amsterdam,North Holland,Netherlands
1052 VG Amsterdam,Gillis van Ledenberchstraat 6 /F,52.377,4.874,1250000,249,925,1,1924,0,appartement,42,5,2.189558787,"Frederik Hendrikstraat 48-1, 1052 HW Amsterdam, Netherlands",,48-1,Frederik Hendrikstraat,1052HW,West,West,Amsterdam,North Holland,Netherlands
1081 EB Amsterdam,Bolestein 230,52.3278,4.862,369000,102,295,9,1969,0,appartement,31,4,45.89787691,"Van Der Boechorststraat 40, 1081 BV Amsterdam, Netherlands",,40,Van Der Boechorststraat,1081BV,Zuid,Buitenveldert-West,Amsterdam,North Holland,Netherlands
1019 JX Amsterdam,C.J.K. van Aalststraat 82,52.3733,4.9391,635000,151,549,3,2000,1,woonhuis,36,5,5.763955155,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands
1072 GT Amsterdam,Rustenburgerstraat 365 2,52.3535,4.8902,325000,60,168,4,1905,0,appartement,27,3,4.56624317,"Eerste Jan van der Heijdenstraat 109-HV, 1072 TN Amsterdam, Netherlands",,109-HV,Eerste Jan van der Heijdenstraat,1072TN,,Zuid,Amsterdam,North Holland,Netherlands
1098 JP Amsterdam,Archimedesweg 8 -l,52.3529,4.9422,350000,70,229,1,1929,0,appartement,38,4,5.359207258,"Voltaplein 42, 1098 NS Amsterdam, Netherlands",,42,Voltaplein,1098NS,Oost,Oost,Amsterdam,North Holland,Netherlands
1017 RK Amsterdam,Lijnbaansgracht 251 h,52.363,4.8924,359000,66,195,1,1937,0,appartement,1,3,0.613385294,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1019 TT Amsterdam,Panamakade 166,52.3733,4.9391,600000,112,404,3,2000,1,woonhuis,33,4,5.763955155,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands
1104 HD Amsterdam,Kantershof 541,52.3164,4.9776,230000,154,380,3,1971,1,woonhuis,35,6,0,"De Kameleon, Kruitberghof 58, 1104 SE Amsterdam, Netherlands",De Kameleon,58,Kruitberghof,1104SE,,Zuidoost,Amsterdam,North Holland,Netherlands
1018 XD Amsterdam,Valckenierstraat 21 1,52.3676,4.9184,270000,48,166,1,1925,0,appartement,17,2,4.080374033,"Entrepotdoksluis 4, 1018 AW Amsterdam, Netherlands",,4,Entrepotdoksluis,1018AW,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1053 WR Amsterdam,Da Costakade 111 I hoog,52.3668,4.8681,275000,47,125,1,1899,0,appartement,17,2,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",De Hallen,20,Hannie Dankbaarpassage,1053RS,,West,Amsterdam,North Holland,Netherlands
1069 ED Amsterdam,Langswater 426,52.3556,4.7907,175000,74,185,1,1963,0,appartement,20,4,25.49378508,"Langswater 384, 1069 EC Amsterdam, Netherlands",,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands
1019 MA Amsterdam,Levantplein 1,52.3733,4.9391,1960000,407,1400,4,1992,0,appartement,41,10,5.763955155,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands
1058 VA Amsterdam,Theophile de Bockstraat 73 -3,52.3579,4.851,299000,61,207,1,1906,0,appartement,29,3,3.014316146,"Surinameplein, 1058 Amsterdam, Netherlands",Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands
1069 TD Amsterdam,H. Gerhardstraat 136,52.3556,4.7907,215000,59,155,1,2012,0,appartement,21,2,25.49378508,"Langswater 384, 1069 EC Amsterdam, Netherlands",,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands
1098 XB Amsterdam,Carolina MacGillavrylaan 452,52.3529,4.9422,350000,87,284,1,2009,0,appartement,39,3,5.359207258,"Voltaplein 42, 1098 NS Amsterdam, Netherlands",,42,Voltaplein,1098NS,Oost,Oost,Amsterdam,North Holland,Netherlands
1031 KG Amsterdam,C̩ramiquelaan 5,52.3888,4.9062,540000,107,369,1,2001,1,appartement,30,3,17.84896931,"Ranonkelkade 24N, 1031 XS Amsterdam, Netherlands",,24N,Ranonkelkade,1031XS,Noord,Buiksloterham,Amsterdam,North Holland,Netherlands
1055 RZ Amsterdam,Nieuwpoortstraat 86 D17,52.3802,4.8524,420000,84,244,2,2017,1,appartement,20,3,1.768098137,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands
1060 RL Amsterdam,H. Diesveldsingel 3,52.3491,4.7835,350000,124,300,3,1998,1,woonhuis,29,4,2.700931735,"De Alpen, 1060 PH Amsterdam, Netherlands",De Alpen,,De Alpen,1060PH,,De Aker,Amsterdam,North Holland,Netherlands
1017 KJ Amsterdam,Prinsengracht 532 B,52.363,4.8924,1250000,175,425,1,1890,0,appartement,18,2,0.613385294,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1051 NE Amsterdam,Marcantilaan 307,52.3818,4.8717,425000,91,277,1,1984,0,appartement,22,4,4.222585483,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands
1015 GZ Amsterdam,Lijnbaansgracht 92,52.3784,4.8836,5000000,639,2722,3,1906,1,woonhuis,29,8,11.71573516,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",,105-1,Westerstraat,1015LX,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1096 DS Amsterdam,STATE Amsterdam (Bouwnr. 287),52.3387,4.9197,1168024,190,475,1,2016,0,appartement,3,4,0.99544101,"Amstelvlietstraat 408, 1096 GG Amsterdam, Netherlands",,408,Amstelvlietstraat,1096GG,Oost,De Omval,Amsterdam,North Holland,Netherlands
1098 WN Amsterdam,Esplanade de Meer 80,52.3529,4.9422,339000,96,302,1,2001,0,appartement,28,3,5.359207258,"Voltaplein 42, 1098 NS Amsterdam, Netherlands",,42,Voltaplein,1098NS,Oost,Oost,Amsterdam,North Holland,Netherlands
1068 NA Amsterdam,Hoekenes 112,52.3592,4.8052,675000,150,450,2,1960,1,woonhuis,20,5,1.968066562,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands
1059 VX Amsterdam,Rietwijkerstraat 85 -1,52.3488,4.8468,249000,54,176,1,1935,0,appartement,11,3,7.424910889,"Sassenheimstraat 80-1, 1059 BM Amsterdam, Netherlands",,80-1,Sassenheimstraat,1059BM,Zuid,Hoofddorppleinbuurt,Amsterdam,North Holland,Netherlands
1054 LT Amsterdam,Zocherstraat 51 -II,52.3617,4.8669,399000,65,231,1,1906,0,appartement,19,3,12.08561574,"Brederodestraat 15-2, 1054 MP Amsterdam, Netherlands",,15-2,Brederodestraat,1054MP,West,Helmersbuurt,Amsterdam,North Holland,Netherlands
1013 JG Amsterdam,Haarlemmerdijk 100 C,52.3877,4.8839,495000,105,360,2,1642,0,appartement,20,5,22.60058054,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands
1069 RG Amsterdam,Louis de Visserstraat 15,52.3556,4.7907,209000,74,190,1,1983,0,appartement,20,3,25.49378508,"Langswater 384, 1069 EC Amsterdam, Netherlands",,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands
1103 LH Amsterdam,Groenhoven 307,52.3231,4.9722,129900,55,144,1,1976,0,appartement,9,2,12.54845222,"Harriet Freezerstraat 113, 1103 JP Amsterdam, Netherlands",,113,Harriet Freezerstraat,1103JP,Zuidoost,Bijlmer Oost,Amsterdam,North Holland,Netherlands
1087 Amsterdam,Ben van Meerendonkstraat,52.3539,5.0005,15000,0,0,1,0,0,parkeergelegenheid,4,1,14.54762257,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands
1087 DR Amsterdam,Jean Desmetstraat 10,52.3539,5.0005,450000,135,400,3,2006,0,appartement,32,5,14.54762257,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands
1086 VA Amsterdam,Haringbuisdijk 24,52.3628,4.9819,525000,126,464,3,2010,1,woonhuis,58,5,0.535708752,"IJburglaan 257, 1086 ZJ Amsterdam, Netherlands",,257,IJburglaan,1086ZJ,Oost,Steigereiland-Noord,Amsterdam,North Holland,Netherlands
1068 VM Amsterdam,President Allendelaan 123,52.3592,4.8052,315000,98,294,6,2006,0,appartement,29,3,1.968066562,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands
1058 KH Amsterdam,Haarlemmermeerstraat 120 III,52.3579,4.851,599000,122,395,3,1930,0,appartement,30,5,3.014316146,"Surinameplein, 1058 Amsterdam, Netherlands",Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands
1059 AN Amsterdam,Aalsmeerweg 92 huis,52.3488,4.8468,345000,64,227,1,1930,1,appartement,19,3,7.424910889,"Sassenheimstraat 80-1, 1059 BM Amsterdam, Netherlands",,80-1,Sassenheimstraat,1059BM,Zuid,Hoofddorppleinbuurt,Amsterdam,North Holland,Netherlands
1015 HB Amsterdam,Gietersstraat 19,52.3784,4.8836,650000,122,295,1,1906,0,appartement,16,3,11.71573516,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",,105-1,Westerstraat,1015LX,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1086 Amsterdam,IJburglaan,52.3628,4.9819,25000,0,0,1,0,0,parkeergelegenheid,1,1,0.535708752,"IJburglaan 257, 1086 ZJ Amsterdam, Netherlands",,257,IJburglaan,1086ZJ,Oost,Steigereiland-Noord,Amsterdam,North Holland,Netherlands
1078 LK Amsterdam,Roerstraat 77 I,52.3464,4.8977,449000,90,296,2,1906,1,appartement,38,4,11.34464554,"Churchill-laan 75D, 1078 DJ Amsterdam, Netherlands",,75D,Churchill-laan,1078DJ,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1015 NH Amsterdam,Anjeliersstraat 16 B,52.3784,4.8836,450000,75,200,1,1994,0,appartement,10,3,11.71573516,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",,105-1,Westerstraat,1015LX,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1102 JH Amsterdam,Nadezjda Mandelstamstraat 41,52.3166,4.9517,275000,135,535,3,2002,1,woonhuis,16,4,49.79663638,"Raoul Wallenberghofje 3, 1102 AH Amsterdam, Netherlands",,3,Raoul Wallenberghofje,1102AH,Zuidoost,Bijlmer Centrum,Amsterdam,North Holland,Netherlands
1087 GD Amsterdam,Zwanebloemlaan 87,52.3539,5.0005,825000,183,610,3,2007,1,woonhuis,40,6,14.54762257,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands
1064 NE Amsterdam,Thomas van Aquinostraat 29,52.3742,4.8218,189000,70,205,2,1945,1,woonhuis,13,4,6.234539033,"A.J. Krophollerstraat 6, 1064 DB Amsterdam, Netherlands",,6,A.J. Krophollerstraat,1064DB,,Nieuw-West,Amsterdam,North Holland,Netherlands
1059 SR Amsterdam,Woestduinstraat 119 I,52.3488,4.8468,275000,53,180,1,1934,0,appartement,19,3,7.424910889,"Sassenheimstraat 80-1, 1059 BM Amsterdam, Netherlands",,80-1,Sassenheimstraat,1059BM,Zuid,Hoofddorppleinbuurt,Amsterdam,North Holland,Netherlands
1011 RM Amsterdam,Nieuwe Herengracht 35,52.371,4.9041,1875000,300,850,4,1670,1,woonhuis,35,10,0.935823345,"Keizersbrug, 1011 KV Amsterdam, Netherlands",Keizersbrug,,Keizersbrug,1011KV,,Centrum,Amsterdam,North Holland,Netherlands
1035 JZ Amsterdam,Lange Vonder 108,52.4196,4.8944,379000,110,330,3,1993,1,woonhuis,10,4,5.227310669,"Jacob Honigstraat 5, 1035 XV Amsterdam, Netherlands",,5,Jacob Honigstraat,1035XV,Noord,Oostzanerwerf,Amsterdam,North Holland,Netherlands
1054 GG Amsterdam,Vondelstraat 68 -III,52.3617,4.8669,990000,127,467,2,1906,0,appartement,24,4,12.08561574,"Brederodestraat 15-2, 1054 MP Amsterdam, Netherlands",,15-2,Brederodestraat,1054MP,West,Helmersbuurt,Amsterdam,North Holland,Netherlands
1066 JX Amsterdam,Brusselsingel 1,52.346,4.8163,398800,120,412,3,1993,1,woonhuis,36,5,2.708019666,"Antwerpenbaan, Laan van Vlaanderen, 1066 JL Amsterdam, Netherlands",Antwerpenbaan,,Laan van Vlaanderen,1066JL,Nieuw-West,Sloterpolder,Amsterdam,North Holland,Netherlands
1068 KP Amsterdam,J. de Koostraat 5,52.3592,4.8052,32000,0,0,1,0,0,parkeergelegenheid,5,1,1.968066562,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands
1093 HP Amsterdam,Reinwardtstraat 180,52.3618,4.928,249000,50,155,1,1987,0,appartement,20,2,0,"Dappermarkt, Tweede van Swindenstraat, 1093 GS Amsterdam, Netherlands",Dappermarkt,,Tweede van Swindenstraat,1093GS,,Oost,Amsterdam,North Holland,Netherlands
1094 CW Amsterdam,Delistraat 34 D,52.3626,4.936,166500,27,67,1,1926,0,appartement,11,1,22.68397045,"Sumatrastraat 69, 1094 LR Amsterdam, Netherlands",,69,Sumatrastraat,1094LR,Oost,Indische Buurt West,Amsterdam,North Holland,Netherlands
1023 XC Amsterdam,Molengouw 30,52.3899,4.947,275000,67,240,3,1906,1,woonhuis,32,5,11.81350109,"Oudorperstraat 17-1, 1023 SR Amsterdam, Netherlands",,17-1,Oudorperstraat,1023SR,Noord,Tuindorp Nieuwendam,Amsterdam,North Holland,Netherlands
1054 LK Amsterdam,Overtoom 545 C+D*,52.3617,4.8669,1700000,197,670,2,1961,0,appartement,31,4,12.08561574,"Brederodestraat 15-2, 1054 MP Amsterdam, Netherlands",,15-2,Brederodestraat,1054MP,West,Helmersbuurt,Amsterdam,North Holland,Netherlands
1069 MD Amsterdam,Zuiderakerweg 15,52.3556,4.7907,685000,0,0,1,0,0,object,20,1,25.49378508,"Langswater 384, 1069 EC Amsterdam, Netherlands",,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands
1071 KX Amsterdam,Alexander Boersstraat 18 H,52.3552,4.8789,1425000,175,675,3,1894,1,appartement,42,7,19.59376221,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1071 XB Amsterdam,Ruysdaelstraat 79 A**,52.3552,4.8789,2285000,244,735,2,2017,1,appartement,10,5,19.59376221,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1018 TZ Amsterdam,Hortusplantsoen 14 hs,52.3676,4.9184,275000,36,135,1,1906,1,appartement,17,2,4.080374033,"Entrepotdoksluis 4, 1018 AW Amsterdam, Netherlands",,4,Entrepotdoksluis,1018AW,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1097 BR Amsterdam,Middenweg 50 I,52.3465,4.9301,400000,83,317,1,1925,0,appartement,21,3,2.796740279,"Darwinplantsoen 6, 1097 EX Amsterdam, Netherlands",,6,Darwinplantsoen,1097EX,Oost,Oost,Amsterdam,North Holland,Netherlands
1106 HJ Amsterdam,Mijehof 347,52.2991,4.9754,212500,108,310,3,1983,1,woonhuis,15,5,2.949591066,"Pannerdenstraat, 1106 BG Amsterdam, Netherlands",Pannerdenstraat,,Pannerdenstraat,1106BG,,Zuidoost,Amsterdam,North Holland,Netherlands
1102 XM Amsterdam,Dostojevskisingel 301,52.3166,4.9517,99500,35,91,1,1983,0,appartement,1,1,49.79663638,"Raoul Wallenberghofje 3, 1102 AH Amsterdam, Netherlands",,3,Raoul Wallenberghofje,1102AH,Zuidoost,Bijlmer Centrum,Amsterdam,North Holland,Netherlands
1078 LJ Amsterdam,Roerstraat 47 III,52.3464,4.8977,419000,69,234,1,1906,0,appartement,21,3,11.34464554,"Churchill-laan 75D, 1078 DJ Amsterdam, Netherlands",,75D,Churchill-laan,1078DJ,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1087 GD Amsterdam,Zwanebloemlaan 93,52.3539,5.0005,825000,189,733,3,2008,1,woonhuis,45,7,14.54762257,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands
1071 PM Amsterdam,Nicolaas Maesstraat 5 - 4 hg,52.3552,4.8789,799000,100,330,1,1906,0,appartement,27,3,19.59376221,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1097 ES Amsterdam,Pasteurstraat 37 huis,52.3465,4.9301,775000,133,484,2,1902,1,appartement,24,6,2.796740279,"Darwinplantsoen 6, 1097 EX Amsterdam, Netherlands",,6,Darwinplantsoen,1097EX,Oost,Oost,Amsterdam,North Holland,Netherlands
1051 NV Amsterdam,Haarlemmerweg 235,52.3818,4.8717,375000,79,229,1,1996,0,appartement,17,3,4.222585483,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands
